code,ticker,conm,n
02609901,VAP,VAN KAMPEN ADVANTAGE PA MUN,359
02610001,VKA,VAN KAMPEN ADVANTAGE MUN INC,360
02610401,NIM,NUVEEN SELECT MAT MUN FD,361
02610801,PCA.2,PUTNAM CALIF INVT GRADE MUN,362
02610901,PMG.1,PUTNAM MUNICIPAL BOND FUND,363
02611001,PMN,PUTNAM N Y INVT GRADE MUN TR,364
02611601,IQI,INVESCO QUALITY MUNI INCOME,365
02623801,FDEU,FIRST TR DYNAMIC EUROPE EQ,366
02652101,JHA,NUVEEN HI INCM DEC 2018 TRGT,367
02670701,RIV,RIVERNORTH OPPORTUNITIES FD,368
02683801,NHA,NUVEEN MUNI 2021 TARGET TERM,369
02693001,DUC,DUFF & PHELPS UTIL &CP BD TR,370
02693401,HIF,WESTERN ASST HI INCM FD INC,371
02693501,VKS,VAN KAMPEN STRATEGIC SECTOR,372
02697101,EVSTC,EATON VANCE STOCK NEXTSHARES,373
02709901,EVGBC,EATON VANCE GLBL INCM BUILDR,374
02710101,EVLMC,EATON VANCE TABS 5-TO-15 YR,375
02726901,JHD,NUVEEN HI INCOME DEC 19 TARG,376
02734401,EHT,EATON VANCE HGH INC 2021 TGT,377
02762501,MNP,WESTERN ASST MUNI PARTNRS FD,378
02782601,BTF,BOULDER TOTAL RETURN FUND,379
02784901,BKN,BLACKROCK INVT QULTY MUN TR,380
02785101,HTO,HYPERION 2005 INVT GRADE OPP,381
02785201,IIC,INVESCO CALIF MUNI INCM TR,382
02785301,IIM,INVESCO VALUE MUNI INCM TR,383
02785401,NPT,NUVEEN PREM INCOME MUN FD 4,384
02785701,VMM,DELAWARE INV MIN MUN INCM II,385
02785801,VAZ,DELAWARE INV ARIZ MUN INCOME,386
02785901,VFL,DELAWARE INV NATL MUN INCM,387
02787601,JHB,NUVEEN HI INCM NOV 2021 TARG,388
02794701,CSP,AMERN STRATEGIC INCM PTL III,389
02794901,NMT,NUVEEN MASS PREM INCM MUN,390
02795001,NPY,NUVEEN PA PREM INCM MUN FD 2,391
02795401,NMY,NUVEEN MD QUAL MUN INCM FD,392
02795501,NCL,NUVEEN INSD CA PREM INCM MUN,393
02795601,NPV,NUVEENA VA QL MUN INCM FD,394
02796301,DDF,DELAWARE INVST DIV & INCOME,395
02797401,GGO.C,GABELLI GO ANYWHERE TRUST,396
02797402,GGO,GABELLI GO ANYWHERE TRUST,397
02813101,MVT,BLACKROCK MUNIVEST FUND II,398
02814301,MHY,WESTERN ASST MANGD HI INC FD,399
02814401,VKV,VAN KAMPEN VALUE MUN INCOME,400
02817301,TMT.,TCW/DW TERM TRUST 2003,401
02817501,AMU.1,ACM MUN SEC INCOME FUND INC,402
02817901,MAF,PIMCO MUNICIPAL ADV FUND INC,403
02824301,MVM.,MUNIVEST MICH INSD FD INC,404
02824501,MVJ,MUNIVEST N J FUND INC,405
02824701,MVS.,MUNIVEST FLORIDA FUND,406
02827301,ARK,BLACKROCK SENIOR HIGH INC FD,407
02829201,NTC,NUVEEN CON QUAL MUN INCM,408
02829401,NNC,NUVEEN NC QUAL MUN INCM FD,409
02829701,OPP,RIVERNORTH/DOUBLELIN STR OPP,410
02830101,NPG,NUVEEN GA PREM INCOME MUN FD,411
02830201,NOM,NUVEEN MO QUAL MUN INCM FD,412
02830601,PPF,HANCOCK J PATRIOT PFD DIV,413
02830801,PMO,PUTNAM MUN OPPORTUNITIES TR,414
02832801,RFA,BLACKROCK INVESTMT QLTY MUN,415
02832901,RNJ,BLACKROCK NJ INV QLTY MUN TR,416
02833001,RNY,BLACKROCK NY INV QLTY MUN TR,417
02833101,RAA,BLACKROCK CA INV QLTY MUN TR,418
02833601,SPE,SPECIAL OPPORTUNITIES FD INC,419
02840401,VCV,INVESCO CALIF VALUE MUN INCM,420
02840501,VNV.,VAN KAMPEN NY VALUE MUN INC,421
02840601,VPV,INVESCO PA VALUE MUN INCM TR,422
02844301,VMV,INVESCO VAN KAMPEN MA VALUE,423
02844401,VJV,VAN KAMPEN NJ VALUE MUN INC,424
02844501,VOV,VAN KAMPEN OHIO VALUE MUN IN,425
02845701,XAA,AMERICAN MUN INCOME PTFL INC,426
02845801,BCT,BLACKROCK BROAD INVT GRADE,427
02845901,EMD.2,WESTERN ASST EMG MKT INCM FD,428
02846301,NCU,NUVEEN CA PREM INCOME MUN FD,429
02846801,PTM.2,PUTNAM MANAGED HIGH YIELD TR,430
02847301,NMS,NUVEEN MINNESOTA QUAL MUN,431
02858701,VOT.1,VAN KAMPEN MUN OPPTY II,432
02859501,COY,BLACKROCK CORP HIGH YLD FD,433
02860501,MSD,MORGAN STAN EMG MKT DEBT FD,434
02860601,MUA,BLACKROCK MUNIASSETS FUND,435
02863401,NPX,NUVEEN PREM INCM MUNI OPPY,436
02863801,VCF,DELAWARE INV CO MUN INCM FD,437
02864301,MHE,BLACKROCK MASS TAX-EXEMPT TR,438
02864401,MPT.Z,WESTERN ASST MUNI PTNR FD II,439
02865401,AWF,ALLIANCEBERNSTEIN GLB HI INC,440
02874601,MVP,MUNIVEST PA INSD FD,441
02877301,PIT.1,PAINEWEBBER PREM INTER TF FD,442
02877401,SBG.2,WESTERN ASST 2008 WRLDWD DLR,443
02880001,PCM,PCM FUND INC,444
02882601,TCH.4,TEMPLETON CHINA WORLD FD INC,445
02884301,SLA,AMERICAN SELECT PORTFOLIO,446
02884901,VOF,VAN KAMPEN FLA MUN OPPTY,447
02885401,RFI,COHEN & STEERS TOT RET RLTY,448
02889001,IQC,INVESCO CALIF QUALITY MUNI,449
02889101,IQN,INVESCO NY QUALITY MUNI SECS,450
02889201,IQM.1,INVESCO QUALITY MUNI SECS,451
02890601,NGI.1,NATIONS GOVT INCM TM TR 2003,452
02891101,TEI,TEMPLETON EMERGING MKTS INCM,453
02894301,GHI,GLOBAL HIGH INCOME FUND INC,454
02897701,GSG.1,GLOBAL SMALL CAP FUND INC,455
02900001,NAF,PRICE (T ROWE) MEDIA&TELECMS,456
02900601,VKI,INVESCO ADV MUNI INCM TR II,457
02904801,ADF.1,ACM MANAGED DLR INCOME FD,458
02905101,GDF,WESTERN ASST GLBL PTNRS INCM,459
02905601,VYM.1,DELAWARE INV MIN MUN INC III,460
02921001,MZA,BLACKROCK MNIYLD ARIZ FD INC,461
02921901,HIO,WESTERN ASST HI INCM OPP FND,462
02924201,IHIT,INVESCO HIGH INCM 2023 TRGT,463
02925301,GRR,ASIA TIGERS FUND INC,464
02926001,PML.2,PUTNAM INV GRADE MUNI TR III,465
02926701,VKL,INVESCO VAN KAMPEN SELECT,466
02927301,TDT,TCW/DW TERM TRUST 2000,467
