code,ticker,conm,n
02178301,BSCN,INVESCO BULTSHRS 2023 CP ETF,64
02178401,BSCO,INVESCO BULTSHRS 2024 CP ETF,65
02178601,BSJL,INVESCO BULTSHRS 2021 HG ETF,66
02178701,BSJM,INVESCO BULTSHRS 2022 HG ETF,67
02186901,CIZ,VICTORYSHARES DEV ENH VOLATY,68
02187001,DWAT,ARROW INV TR DWA TACTICL ETF,69
02196401,COMT,ISHARES COMMODITIES SELECT,70
02199301,FEUZ,FIRST TR EUROZONE ALPHADEX,71
02199401,DAX,GLOBAL X DAX GERMANY ETF,72
02201701,EFFE,GLOBAL X JPMORGAN EFFICIENTE,73
02201901,SCTO,GLOBAL X JPMORGAN US SECTOR,74
02210201,FEMB,FIRST TR EMG MKTS LOCAL CURR,75
02210301,FPXI,FIRST TRUST INTL EQTY OPPRT,76
02210401,LMBS,FIRST TR LOW DUR OPP ETF,77
02214101,PDBC,INVESCO OPTIMUM YLD DIVR ETF,78
02219301,SKOR,FLEXSHARES CREDIT-SCORED US,79
02238201,VALX,ETF SERIES VALIDEA MKT LEGND,80
02315201,TUTT,TUTTLE TACTICAL MGMT US CORE,81
02335201,SRET,GLOBAL X SUPERDIV REIT ETF,82
02337801,XT,ISHARES EXPNENTL TECHNOL ETF,83
02354801,UK.2,RECON CAPITAL FTSE 100 ETF,84
02366301,SMCP,ALPHAMARK ACTIVELY MGD SM CP,85
02374601,ACTX.1,GLOBAL X GURU ACTIVIST ETF,86
02399801,VXDN,ACCUSHARES SPOT CBOE VIX DWN,87
02400101,VXUP,ACCUSHARES SPOT CBOE VIX UP,88
02411501,CAPX,ELKHORN S&P 500 CAP EXPEND,89
02413601,RNRG,GLOBAL X RNWBLE ERGY PRC ETF,90
02434301,TUTI,TUTTLE TACTICAL MGMT MULTI-S,91
02441001,UBND,WISDOMTREE W ASSET UNCONSTR,92
02474501,UBIO,PROSHARES ULTRAPRO NASDQ BIO,93
02475601,ZBIO,PROSHRS ULTRAPRO SH NASD BIO,94
02505701,CIBR,FIRST TR NASDAQ CYBRSECURITY,95
02506001,CDL,VICTORYSHRS US LG CP HI DIV,96
02507301,CSA,VICTORYSHARES US SM CAP VOL,97
02507401,CSB,VICTRYSHR US SML CP HI DI VL,98
02523001,ALTY,GLOBAL X SUPERDIVIDEND ALT,99
02555801,CID,VICTORYSHRS INTL HI DIV VOL,100
02555901,CIL,VICTORYSHARES INTL VOLTY WTD,101
02616901,BSML,INVESCO BUL 2021 MUN BND ETF,102
02617001,BSMM,INVESCO BUL 2022 MUN BND ETF,103
02623001,QLC,FLEXSHARES US QUALITY LG CAP,104
02630701,BSJN,INVESCO BULTSHRS 2023 HG ETF,105
02630901,BSCP,INVESCO BULTSHRS 2025 CP ETF,106
02631601,DWTR,INVESCO DWA TAC SECT ROT ETF,107
02635201,CNCR,LONCAR CANCER IMMUNOTHERAPY,108
02642801,BITE,ETF MANAGERS TR RESTAURANT,109
02645101,FCVT,FIRST TR SSI STRATEGIC CONV,110
02647901,IDLB,INVESCO FTSE INT LOW BET ETF,111
02648001,USLB,INVESCO RUSSELL 1000 LOW ETF,112
02655601,ASET,FLEXSHARES RL ASSTS ALLC IDX,113
02675701,DDBI,LEGG MASON DEV EX-US DIVERS,114
02675801,EDBI,LEGG MASON EMG MKTS DIVERS,115
02676001,LVHD,LEGG MASON LO VOL HI DIV ETF,116
02676201,UDBI,LEGG MASON US DIVERS CORE,117
02680701,GNRX,VANECK VECTORS GENERIC DRUGS,118
02695601,JSMD,JANUS HENDERSON SM CAP ETF,119
02695701,JSML,JANUS HENDERSON SMALL CP ETF,120
02698101,VIGI,VANGUARD INTL DIVI APPRECTN,121
02698201,VYMI,VANGUARD INTL HIGH DIV YLD,122
02702001,DWIN.1,INVESCO DWA TACT MUL ASS ETF,123
02703501,FVC,FIRST TR DRSY WRT DYN FCUS 5,124
02704001,PSET,PRINCIPAL QUALITY ETF,125
02704101,PY,PRINCIPAL VALUE ETF,126
02704401,CEZ,VICTORYSHARES EMG MKT VOL,127
02715801,RFAP,FIRST TR RIVFR DYN ASIA PAC,128
02715901,RFDI,FIRST TR RIVFRT DYN DEV INTL,129
02716001,RFEU,FIRST TRUST RIVFRONT DYN EUR,130
02717101,CATH,GLOBAL X SP 500 CATHOLIC VAL,131
02720701,SDG,ISHARES MSCI GLOBAL IMPACT,132
02724901,MILN,GLOBAL X MILLENNIAL THEMATIC,133
02726001,BFIT,GLOBAL X HLTH WELLN THEMATIC,134
02726101,LNGR,GLOBAL X LONGEVITY THEMATIC,135
02729501,FAAR,FIRST TR ALTERN ABSOLUTE RET,136
02730801,BMLA,BULLMARK LATAM SELECT LEADRS,137
02737001,DWFI,SPDR DORSEY WRIGHT FIXD INCM,138
02747001,FITS,HEALTH AND FITNESS ETF,139
02747101,OLD,LONG-TERM CARE ETF,140
02747201,ORG,ORGANICS ETF,141
02747301,SLIM,OBESITY ETF,142
02750901,RFEM,FIRST TR RIVERFR DYN EMG MKT,143
02752501,FALN,ISHARES FALLEN ANGELS USD BD,144
02752601,HYXF,ISHARES ESG ADV HG YD CP ETF,145
02759201,OILD.1,ACCUSHRS S&P GSCI CRUD EX DN,146
02759301,OILU.1,ACCUSHRS S&P GSCI CRUD EX UP,147
02760501,ESGD,ISHARES ESG AWARE MSCI EAFE,148
02760601,ESGE,ISHARES ESG AWARE MSCI EM,149
02766101,KRMA,GLOBAL X CONSCIOUS COS ETF,150
02767501,ESGG,FLEXSHRS STOXX GBL ESG IMPCT,151
02768401,DWLV,INVS DWA MOM & LOW VOL ROT,152
02782901,PMPT,ISECTORS POST-MPT GROWTH ETF,153
02786201,BTEC,PRINCIPAL HLTHCR INNVTRS IDX,154
02786301,GENY,PRINCIPAL MILLENNIALS IX ETF,155
02793101,FINQ,PUREFUNDS SOLACTIVE FINTECH,156
02793501,IMED,PUREFUNDS ETFX HEALTHTECH,157
02806301,BOTZ,GLOBAL X ROBOTICS & ART INTL,158
02806501,FINX,GLOBAL X FINTECH ETF,159
02806801,SNSR,GLOBAL X INTERNET OF THINGS,160
02809401,BSCQ,INVESCO BULTSHRS 2026 CP ETF,161
02809601,BSJO,INVESCO BULTSHRS 2024 HG ETF,162
02813201,FTXD,FIRST TR NASDAQ RETAIL ETF,163
02813301,FTXG,FIRST TR NASDAQ FOOD & BEVG,164
02813401,FTXH,FIRST TR NASDAQ PHARMACEUTCL,165
02813601,FTXL,FIRST TR NASDAQ SEMICONDUCTR,166
02814101,FTXN,FIRST TRUST NASDAQ OIL & GAS,167
02814201,FTXO,FIRST TRUST NASDAQ BANK ETF,168
02816701,FTXR,FIRST TR NASDAQ TRANSPORTN,169
02820201,DWAC,ELKHORN COMMODITY ROTN STRAT,170
02822601,PSC,PRINCIPAL US S C MUL FAC ETF,171
02822801,VRIG,INVESCO ACTIVELY MANAGED EXC,172
02835201,FCEF,FIRST TRUST CEF INCOME OPPOR,173
02835601,MCEF,FIRST TRUST MUNI CEF INCM OP,174
02856801,IVFGC,IVY FOCUSED GROWTH NEXTSHARE,175
02857801,IVFVC,IVY FOCUSED VALUE NEXTSHARES,176
02858001,IVENC,IVY ENERGY NEXTSHARES,177
02914001,EFAS,GLOBAL X MSCI SUPRDVDND ETF,178
02936401,ESGU,ISHARES ESG AWARE MSCI USA,179
02941701,SGQI,JANUS HENDERSON SG GLB ETF,180
02968101,INFR,LEGG MASON GLOBAL INFSTR ETF,181
02977001,SWIN,ALPS/DORSEY WRGHT SCTR MMNTM,182
02977101,DFNL,DAVIS FNDMTL TST-SLT FNL ETF,183
02979001,DUSA,DAVIS FTL TST-SLT US ETY ETF,184
02979401,DWLD,DAVIS FNDTL TST-SLT WLWD ETF,185
03025601,GNOM,GLOBAL X GENOM & BIOTECH ETF,186
03029201,FIXD,FIRST TR EXG-TD FD-OT FX ICM,187
03063601,SQZZ,STRATEGY SH- ATV ALT CNTRN,188
03099501,VSDA,VICTORYSHARES DIVIDEND ACCEL,189
03123101,CACG,CLEARBRIDGE ALL CAP GWTH,190
03135501,CSML,INDEXIQ ETF TRUST - IQ CHAIK,191
03147101,LRGE,LEGG MASON ETF INVESTMENT TR,192
03147601,YLDE,CLEARBRIDGE DIVIDEND STRATEG,193
03188401,RNLC,FIRST TRUST LARGE CAP EQ ETF,194
03188501,RNMC,FIRST TRUST MID CAP US ETF,195
03188601,RNSC,FIRST TRUST SMALL CAP US ETF,196
03188901,FCAL,FIRST TRUST CAL MU HI IN ETF,197
03189001,RNDM,FIRST TRUST DVP IN EQ SL ETF,198
03189101,RNDV,FIRST TRUST US EQ DV SEL ETF,199
03189201,RNEM,FIRST TRUST EMR MK EQ SL ETF,200
03195001,VSMV,VICTORYSHARES US MUL FAC ETF,201
03207001,OCIO,ETF SERIES SOLUTIONS - CLEAR,202
03220401,EQRR,PROSHARES EQTS FR RS RTS ETF,203
03220501,SUSC,ISHARES TRUST ISHARES ESG AW,204
03221001,SQLV,LEGG MASON SML-CAP QU VL ETF,205
03221101,SUSB,ISHARES ESG AWARE 1-5 YR USD,206
03223401,EMXC,ISHARES MSCI EMG MK X CN ETF,207
03230401,AMCA,ISHARES RU 1000 PR US RV ETF,208
03239401,GHYB,GOLDMN SC AC HI YD CR BD ETF,209
03248601,BSCR,INVESCO BULTSHRS 2027 CP ETF,210
03249701,BSJP,INVS BTSHS 2025 HGH YD CO BD,211
03254301,USMC,PRINCIPAL U.S. MEGACAP ETF,212
03258201,PMOM,PRINCIPAL SUSTAINABLE MTM IX,213
03258301,PVAL,PRINCIPAL CONTRARIAN VAL IDX,214
03262701,CEY,VICTORYSHRS EM MKT H DIV ETF,215
03266801,FMHI,FIRST TRUST MPL HIGH INC ETF,216
03266901,SDVY,FIRST TRST SMID CAP RSNG ETF,217
03269301,PXUS,PRNCPL INT MLTI-FCTR IDX ETF,218
03269401,VTC,VANGUARD TOTAL CORP BOND ETF,219
03277201,IHTA,INVESCO HIGH INCOME FUND,220
03282101,CLRG,IQ CHAIKIN US LARGE CAP ETF,221
03283801,USAI,PACER AMERICAN ENRGY IND ETF,222
03289101,DWCR,ARROW DWA COUNTRY ROTATN ETF,223
03295301,BLCN,SIREN NASDAQ NEXGEN ECON ETF,224
03295401,HNDL,NASDAQ 7HANDL INDEX ETF,225
03301001,LEGR,FRST TRST INDX INVTV TRNS PR,226
03314501,ROBT,FRST TRST NSDQ ARTFCL INT RB,227
03317901,DINT,DAVIS SELECT INTRNTNL ETF,228
03332001,VETS,PACER FUNDS TRUST,229
03335001,DRIV,GLOBL X ELTRC VHCS & AM ETF,230
03351101,DALI,FIRST TRT EX TRADED FUND VI,231
03351201,AIQ,GLOBAL X ARTL INTL & TCH ETF,232
03370501,BCNA,REALITY SHR NSD NXGN CHN ETF,233
03378801,DWSH,ADVISORSHR DRSY WRGT SHR ETF,234
03379001,DWMC,ADVISORSHR DRSY WGT MRCP ETF,235
03398301,BSJQ,INVESCO BTR 2026 HGH YLD ETF,236
03398401,BSCS,INVESCO BULTSHR 2028 CRP ETF,237
03400601,CHNA,LONCAR CHINA BIOPHARMA ETF,238
03409001,DVLU,DORSEYWRIGHT MNTM & VAL ETF,239
03409101,DVOL,DORSEYWRIGHT MNTM & LOW ETF,240
03409201,BNDW,VANGUARD TOTAL WORLD BD ETF,241
03412601,ISDS,INVESCO RAFI STR DEV SML ETF,242
03412701,IUS,INVESCO RAFI STRATGIC US ETF,243
03412801,ISEM,INVESCO RAFI STRATEGC EM ETF,244
03412901,ISDX,INVESCO RFI STRT DV EXUS ETF,245
03413001,IUSS,INVESCO RAFI STG US SL ETF,246
03424801,BSAE,INVESCO BS 2021 USD EMD ETF,247
03424901,BSDE,INVESCO BS 2024 USD EMD ETF,248
03425001,BSCE,INVESCO BS 2023 USD EMD ETF,249
03425101,BSBE,INVESCO BS 2022 USD EMD ETF,250
03425301,WBND,WESTERN ASSET TR ETF,251
03426101,FPXE,FIRST TRUST IPOX EEO ETF,252
03429401,ESPO,VANECK VCTRS VDO GMG ETF,253
03439401,FDNI,DOW JONES INTL INTERNET ETF,254
03440101,TTTN,UP FINTECH CHINA-US INT TITN,255
03443101,BGRN,ISHARES GLOBAL GREEN BD ETF,256
03448301,EBIZ,GLOBAL X E-COMMERCE ETF,257
03460501,LDSF,FIRST TRUST LOW DRTN FCS ETF,258
03478601,BKCH,ADVISORSHARES SABRETOOTH ETF,259
03479601,WINC,WESTERN AST SRT DURT ICM ETF,260
03490701,EWJV,ISHARES MSCI JAPAN VALUE ETF,261
03490801,EWJE,ISHARS MSCI JPN EQL WGHT ETF,262
03507101,UFO,PROCURE SPACE ETF,263
03509201,CLOU,GLOBAL X CLOUD COMPUTING ETF,264
03510701,YOLO,ADVISORSHARES PURE CNBS ETF,265
03515501,ECOW,PACER EMG MKTS COWS 100 ETF,266
03516201,HERD,PACER CASH COWS FUNDS ETF,267
03518801,GIGE,SOFI GIG ECONOMY ETF,268
03520601,SUSL,ISHARES  MSCI USA LEDERS ETF,269
03520901,TBND,TACTICAL INCOME ETF,270
03546601,HLAL,WAHED FTSE USA SHARIAH ETF,271
03549901,PLC,PRINCIPAL US LG-CAP MU-FA ET,272
03550101,PDEV,PRINCIPAL INTER MLTI FAC ETF,273
03550201,PSM,PRINCIPAL US SM-MDCP MULT-FA,274
03564501,WCLD,WISDOMTREE CLD CMUTNG FD ETF,275
03565101,BSCT,INVESCO BLTSHS 29 CRP BD ETF,276
03566001,BSJR,INVESCO BLTSHS 27 HI YD ETF,277
03568001,POTX,GLOBAL X CANNABIS ETF,278
03568501,BSMN,INVESCO BUL 2023 MUN BND ETF,279
03568601,BSMO,INVESCO BUL 2024 MUN BND ETF,280
03568701,BSMP,INVESCO BUL 2025 MUN BND ETF,281
03568901,BSMR,INVESCO BUL 2027 MUN BND ETF,282
03569001,BSMS,INVESCO BUL 2028 MUN BND ETF,283
03569101,BSMT,INVESCO BUL 2029 MUN BND ETF,284
03578501,PTBD,PACER TRENDPILOT US BOND ETF,285
03580901,HERO,GLOBAL X VIDEO GMS & ESP ETF,286
03581101,GXTG,GLOBAL X THEMATIC GROWTH ETF,287
03581201,BUG,GLOBAL X CYBRSCURTY ETF,288
03616201,DWEQ,ADVISORSHARES DOR WR ALP EQL,289
03616301,DWAW,ADVISORSHARES DOR WT FSM ALL,290
03616401,DWUS,ADVISORSHARES DOR WRT FSM US,291
03616601,LDEM,ISHARES ESG MSCI EM LEAD ETF,292
03623201,SNUG,MERLYN.AI TAC GRWTH & IN ETF,293
03624301,IBTA,ISHARES IBND DEC 2021 TR ETF,294
03624401,IBTB,ISHARES IBND DEC 2022 TR ETF,295
03624501,IBTD,ISHARES IBND DEC 2023 TR ETF,296
03624601,IBTF,ISHARES IBND DEC 2025 TR ETF,297
03624701,IBTG,ISHARES IBND DEC 2026 TR ETF,298
03624801,IBTH,ISHARES IBND DEC 2027 TR ETF,299
03625001,IBTI,ISHARES IBND DEC 2028 TR ETF,300
03625101,IBTJ,ISHARES IBND DEC 2029 TR ETF,301
03662201,USXF,ISHARES ESG ADVANCED MSC ETF,302
03668501,CEFA,GLOBAL X S&P CATH VAL DEV EX,303
03668601,DMXF,ISHARES ESG AD MSCI EAFE ETF,304
03669501,SPQQ,SIREN LARGE BLEND INDEX ETF,305
03673101,EDUT,GLOBAL X EDUCATION ETF,306
03674601,IBTK,ISHARES IBONDS TERM TREA ETF,307
03680101,EDOC,GLOBAL X TEL & DGTL HLTH ETF,308
03680601,IBBJ,DEFIANCE NASD JUN BIOTEC ETF,309
03696801,QQQN,VICTORYSHARES NAS NEX 50 ETF,310
03699701,BSCU,INVESCO BULLETSHARS 2030 ETF,311
03699801,BSJS,INVESCO BULLETSHARS 2028 ETF,312
03699901,BSMU,INVESCO BULLETSHRES 2030 ETF,313
03704001,CHB,GLOBAL X CHINA BIOTE INN ETF,314
03714101,QYLG,GLOBAL X NASDAQ 100 CVD ETF,315
03717701,EMXF,ISHARES ESG ADVAN MSC EM ETF,316
03719301,QQQJ,INVESCO NASDAQ NEXT 100 ETF,317
03719901,QQQM,INVESCO NASDAQ 100 ETF,318
03731201,CTEC,GLOBAL X CLEA ETF,319
03731301,VPN,GLOBAL X DATA CENTER REI ETF,320
03733301,DEMZ,POLITICAL CONTRIBUTIONS ETF,321
03733601,VTRN,VICTORYSHARES TOP VET EM ETF,322
03734501,SHLD,VICTORYSHARES PR AMERICA ETF,323
03736701,EWEB,GLOBAL X EMRG MKT INT E-COM,324
03739901,JOET,VIRTUS TERRA US QUAL MOM ETF,325
03747401,IHYF,INVESCO HIGH YIELD BD FA ETF,326
03753801,FICS,FIRST TRUST INTL DEV CAP ETF,327
03756701,QQC,SIMPLIFY GROWTH EUTY PLS ETF,328
03756801,QQD,SIMPLIFY GRTH ETY PS DWS ETF,329
11893601,QQQ,INVESCO QQQ TRUST SERIES 1,330
13648401,IYV,ISHARES TR DJ US INTERNET,331
13694701,IYD,ISHARES TR DJ US CHEMICALS,332
13700401,IKC,ISHARES TR S&P/TSE60,333
13826101,IUSV,ISHARES CORE RUSSELL US VAL,334
13826201,IUSG,ISHARES CORE S&P U.S. GROWTH,335
13826601,IJT,ISHARES S&P SM-CAP 600 GWTH,336
14050101,MII.2,STREETTRACKS MS INTERNET,337
14060101,FEF,STREETTRACKS FORTUNE E-50,338
14228101,IBB,ISHARES NASDAQ BIOTECH ETF,339
14451701,SOXX,ISHARES PHLX SEMICONDCTR ETF,340
14542702,HCH,MERRILL LYNCH CANADA CP HLDR,341
14972001,TLT,ISHARES 20 PLUS YR TREAS ETF,342
14973701,IEF,ISHARES 7-10 YR TREAS BD ETF,343
14990301,SHY,ISHARES 1-3 YR TREAS BD ETF,344
15122301,TFT,ETF ADVISORS TR TREAS 1 FITR,345
15138501,ADRA,INVESCO BLDRS ASIA 50 ADR,346
15377101,DWAQ,INVESCO-TRAD DWA NASDAQ MMTM,347
15658201,ONEQ,FIDELITY NASDAQ CMPS IDX ETF,348
15720601,DVY,ISHARES SELECT DIVIDEND ETF,349
16189301,OOO.1,STREETTRACKS SPDR O STRIP,350
16373101,ADRD,INVESCO BLDRS DEVELOPED MARK,351
16373201,ADRE,INVESCO BLDRS EMERGING MRKT,352
16373301,ADRU,INVESCO BLDRS EUROPE SELECT,353
16513601,PID,INVESCO INTL DIV ACHIEVR ETF,354
16513801,PFM,INVESCO DIVIDEND ACHIVRS ETF,355
16542701,PUI,INVESCO EXCH DWA UTILTS MMTM,356
16568801,PHO,INVESCO WATER RESOURCES ETF,357
17033701,BBH,VANECK VECTORS BIOTECH ETF,358
17034001,PPH,VANECK VECTORS PHARMACTL ETF,359
17034101,RTH,VANECK VECTORS RETAIL ETF,360
17034201,SMH,VANECK VECTORS SEMICONDUCTOR,361
17055101,EEME,ISHARES MSCI EM MKT EMEA ETF,362
17055201,EEML,ISHARES MSCI EM MKT LATN AM,363
17062401,RING,ISHARES MSCI GBL GOLD MINERS,364
17064701,AXJS,ISHARES MSCI ASIA EX JPN SM,365
17068601,AAIT,ISHARES MSCI AC ASIA IT ETF,366
17068701,EEMA,ISHARES MSCI EM MKT ASIA ETF,367
17068801,EGRW,ISHARES MSCI EM MK GRWTH ETF,368
17068901,EMDI,ISHARES MSCI EM MK CN DS ETF,369
17069301,EMEY,ISHARES MSCI EM MK EN SC ETF,370
17069401,EVAL,ISHARES MSCI EM MKT VAL ETF,371
17071901,FKU,FIRST TR U K ALPHADEX FD,372
17072001,NFTY,FIRST TRUST INDIA NIFTY ETF,373
17072101,FHK,FIRST TR HONG KONG ALPHADEX,374
17072201,FSZ,FIRST TR SWITZERLND ALPHADEX,375
17072301,FGM,FIRST TR GERMANY ALPHADEX FD,376
17072401,FCAN,FIRST TR CANADA ALPHADEX FD,377
17074201,FDTS,FIRST TR DEV MKTS EX-US ALPH,378
17074301,FEMS,FIRST TR EM MKTS SC ALPHADEX,379
17075101,GNMA,ISHARES GNMA BOND ETF,380
17085801,EMCB,WISDOMTREE EMERG MKTS CP BD,381
17098301,BSCK,INVS BULLETSHS 2020 CORP BD,382
17105301,ANGL,VANECK VECTORS FLLN ANGL HI,383
17408001,QQEW,FIRST TR NASDAQ-100 EQ WGHTD,384
17408101,QTEC,FIRST TR NASDAQ-100 TECH SCT,385
17511301,FTCS,FIRST TRUST CAP STRENGTH ETF,386
17518201,JKI,ISHARES MSTAR MID-CAP VALUE,387
17518501,TOU,ETF ADVISORS TR TREAS 2 FITR,388
17518601,TFI.1,ETF ADVISORS TR TREAS 5 FITR,389
17518701,TTE.,ETF ADVISORS TR TREA 10 FITR,390
17519001,PEY,INVESCO HG YLD EQ DV ACH ETF,391
17519101,PGJ,INVESCO GOLDN DRGN CHINA ETF,392
17556101,PRFE,POWERSHARES FTSE RAFI EN SEC,393
17556201,PRFF,POWERSHARES FTSE RAFI FN SEC,394
17556301,PRFG,POWERSHARES FTSE RAFI CONSUM,395
17556401,PRFH,POWERSHARES FTSE RAFI HEALTH,396
17556501,PRFM,POWERSHARES FTSE RAFI BASIC,397
17556601,PRFN,POWERSHARES FTSE RAFI INDSTR,398
17556701,PRFQ,POWERSHARES FTSE RAFI TELECM,399
17556801,PRFS,POWERSHARES FTSE RAFI CON SV,400
17556901,PRFU,POWERSHARES FTSE RAFI UTILS,401
17557001,PRFZ,INVESCO FTSE RAFI US1500 ETF,402
17569201,PRN,INVESCO DWA INDUS MOMNTM ETF,403
17569301,PSL,INVESCO DWA CONS STPLS MOMNT,404
17569501,PTH,INVESCO DWA HEALTHCARE MOMTM,405
17569601,PYZ,INVESCO DWA BAS MATL MOM ETF,406
17569701,PFI,INVESCO DWA FIN MOMENTUM ETF,407
17569801,PTF,INVESCO DWA TECHNOLOGY MOMTM,408
17569901,PEZ,INVESCO EXC DWA CON CYC MMTM,409
17570201,PXI,INVESCO DWA ENERGY MOMENTUM,410
17616401,DCR,MACROSHARES OIL DOWN TRADE T,411
17616501,UCR,MACROSHARES OIL UP TRADE TR,412
17622401,TUSA,FIRST TR TTL US MKT ALPHADEX,413
17628801,GRN.3,CLAYMORE/LGA GREEN ETF,414
17631401,PKW,INVESCO EXCHANGE  BYBK ACHIE,415
17643301,IGSB,ISHARES 1-5 YEAR INVT GR CRP,416
17643501,IEI,ISHARES 3-7 YR TREAS BD ETF,417
17643601,USIG,ISHARES BROAD USD INV GRD BD,418
17643801,IGIB,ISHARES 5-10 YR INVT G CRP B,419
17643901,SHV,ISHARES SHORT TREAS BD ETF,420
17654401,SDD,PROSHARES ULTSH SMALLCAP600,421
17654501,UWM,PROSHARES ULTRA RUSSELL2000,422
17671201,QCLN,FIRST TR NASDAQ CLN EDG GRN,423
17671301,QQXT,FIRST TR NASDAQ 100 EX-TECH,424
17683601,PDP,INVESCO DWA MOMENTUM ETF,425
17683701,EEW,CLAYMORE/ROBECO DEV WRLD EQ,426
17695201,MBB,ISHARES MBS ETF,427
17706901,PFF,ISHARES PFD AND INC SCTS ETF,428
17707901,BES,CLAYMORE/BIR LDRS SMLL-CP CR,429
17708201,BST.2,CLAYMORE/BIR LEADERS 50 ETF,430
17708301,CZG,CLAYMORE/ZACKS GRWTH INCM ID,431
17708601,BMV,CLAYMORE/BIR LDRS MID-CAP VL,432
17714001,BND,VANGUARD TOTAL BOND MARKET,433
17727501,SCV.,CLAYMORE/INDEXIQ SMALL-CP VL,434
17727701,MCG.4,CLAYMORE/CLEAR MID-CAP GRWTH,435
17740701,FTC,FIRST TR LRG CAP GR ALPHADEX,436
17741001,FAD,FIRST TR MULTI CAP GR ALPHAD,437
17741401,FYX,FIRST TR SMALL CAP GRWTH ALP,438
17741501,FAB,FIRST TR MULTI CAP VAL ALPHA,439
17742101,FTA,FIRST TR LRG CP VAL ALPHADEX,440
17742201,FEX,FIRST TR LRG CP CORE ALPHADX,441
