code,ticker,conm,n
00124001,ABS.1,ALBERTSON'S INC,41
00124301,AL.1,ALCAN INC,42
00124401,ALCD.,ALCIDE CORP,43
00124601,IKN,IKON OFFICE SOLUTIONS,44
00125401,MATX,MATSON INC,45
00125701,ALX,ALEXANDER'S INC,46
00126601,ALCO,ALICO INC,47
00127401,Y,ALLEGHANY CORP,48
00127901,AYE,ALLEGHENY ENERGY INC,49
00128101,ALN.2,ALLEN TELECOM INC,50
00128302,AORGA,ALLEN ORGAN CO  -CL B,51
00130001,HON,HONEYWELL INTERNATIONAL INC,52
00130004,HON.WI,HONEYWELL INTERNATIONAL INC,53
00130802,ALY,ALLIS-CHALMERS ENERGY INC,54
00131801,AT.2,ALLTEL CORP,55
00132401,SCHR.1,SCHERER HEALTHCARE INC,56
00132701,SWKS,SKYWORKS SOLUTIONS INC,57
00135601,AA.3,ALCOA INC,58
00135901,AZA.1,ALZA CORP,59
00138001,HES,HESS CORP,60
00138201,LCC,US AIRWAYS GROUP INC,61
00139301,UHAL,AMERCO,62
00140801,BEAM.2,BEAM INC,63
00141001,ABM,ABM INDUSTRIES INC,64
00141101,ABP.2,AMERICAN BUSINESS PRODS/GA,65
00141402,PRI,PRIMERICA INC,66
00143901,ECOL,US ECOLOGY INC,67
00144001,AEP,AMERICAN ELECTRIC POWER CO,68
00144701,AXP,AMERICAN EXPRESS CO,69
00144901,AFL,AFLAC INC,70
00146501,AGC.1,AMERICAN GENERAL CORP,71
00146801,AM.1,AMERICAN GREETINGS  -CL A,72
00147801,WYE,WYETH,73
00148701,AIG,AMERICAN INTERNATIONAL GROUP,74
00150001,AMSY,AMERICAN MANAGEMENT SYSTEMS,75
00152301,AMAC,AMERICAN MEDICAL ALERT CORP,76
00152601,ANAT,AMERICAN NATIONAL GROUP INC,77
00153301,APFC,AMERICAN PACIFIC CORP,78
00153901,AMPH.1,AMERICAN PHYSICIANS SVC GP,79
00154001,APN.4,AMERICAN PLAN CORP,80
00154201,APR.,AMERICAN PRECISION INDS,81
00154503,ARL,AMERICAN REALTY INVESTORS,82
00155401,ASEI,AMERICAN SCIENCE ENGINEERING,83
00155901,AMS,AMERICAN SHARED HSPTL SERV,84
00156201,AMSWA,AMERICAN SOFTWARE  -CL A,85
00156702,TT.2,TRANE INC,86
00157701,AMK.2,AMERICAN TECHNICAL CERAMICS,87
00158101,T.2,AT&T CORP,88
00158501,AVD,AMERICAN VANGUARD CORP,89
00158701,AWK.1,AMERICAN WATER WORKS INC,90
00159301,AMN.2,AMERON INTERNATIONAL CORP,91
00159801,AME,AMETEK INC,92
00160201,AMGN,AMGEN INC,93
00161301,AP,AMPCO-PITTSBURGH CORP,94
00161801,AXR,AMREP CORP,95
00161901,ASO.1,AMSOUTH BANCORPORATION,96
00163201,ADI,ANALOG DEVICES,97
00163301,ALOG,ANALOGIC CORP,98
00163401,ANLY,ANALYSTS INTERNATIONAL CORP,99
00163501,ANEN,ANAREN INC,100
00164101,MOCC,MOSCOW CABLECOM CORP,101
00165101,ANDW,ANDREW CORP,102
00165501,AGL.1,ANGELICA CORP,103
00165901,ANDE,ANDERSONS INC,104
00166101,NBR,NABORS INDUSTRIES LTD,105
00166301,BUD.2,ANHEUSER-BUSCH COS INC,106
00166901,BIW,BIW LTD,107
00167701,KTO,K2 INC,108
00167801,APA,APACHE CORP,109
00168201,APAGF,APCO OIL AND GAS INTL INC,110
00168601,APOG,APOGEE ENTERPRISES INC,111
00169001,AAPL,APPLE INC,112
00170401,AMAT,APPLIED MATERIALS INC,113
00170601,EPAC,ENERPAC TOOL GROUP CORP,114
00171201,TREC,TRECORA RESOURCES,115
00172201,ADM,ARCHER-DANIELS-MIDLAND CO,116
00172801,ARDNA,ARDEN GROUP INC  -CL A,117
00174302,ARCB,ARCBEST CORP,118
00176601,AIND,ARNOLD INDUSTRIES INC,119
00177301,ARW,ARROW ELECTRONICS INC,120
00178301,ARTW,ARTS WAY MFG INC,121
00178601,ARV,ARVIN INDUSTRIES INC,122
00179401,ASH,ASHLAND GLOBAL HOLDINGS INC,123
00179402,ASH.WI,ASHLAND GLOBAL HOLDINGS INC,124
00182001,ALOT,ASTRONOVA INC,125
00182301,ATRO,ASTRONICS CORP,126
00183101,AFS,ASSOCIATES FIRST CAP -CL A,127
00183701,GAS,SOUTHERN CO GAS,128
00184801,ARC.3,ATLANTIC RICHFIELD CO,129
00186001,ATW,ATWOOD OCEANICS,130
00186401,REX,REX AMERICAN RESOURCES CORP,131
00186601,AULT.,AULT INC,132
00187801,ADSK,AUTODESK INC,133
00188401,DCAI,DIALYSIS CORP OF AMERICA,134
00189101,ADP,AUTOMATIC DATA PROCESSING,135
00190601,AVHI,A V HOMES INC,136
00191301,AVY,AVERY DENNISON CORP,137
00191401,AVL.1,AVIALL INC,138
00191901,AVT,AVNET INC,139
00192001,AVP,AVON PRODUCTS,140
00192601,AZZ,AZZ INC,141
00194001,BIAC,BI INC,142
00194901,BRT,BRT APARTMENTS CORP,143
00195601,MRR,MID-ATLANTIC REALTY TRUST,144
00196801,BMI,BADGER METER INC,145
00197101,BZ.2,BAIRNCO CORP,146
00197401,BKR.1,BAKER (MICHAEL) CORP,147
00197601,BHI,BAKER HUGHES INC,148
00197901,BCPC,BALCHEM CORP  -CL B,149
00198101,BEZ,BALDOR ELECTRIC CO,150
00198201,PTVCA,PROTECTIVE INSURANCE CORP,151
00198202,PTVCB,PROTECTIVE INSURANCE CORP,152
00198801,BLL,BALL CORP,153
00199201,BTEK.1,BALTEK CORP,154
00199501,CEG,CONSTELLATION ENERGY GRP INC,155
00199801,ONE.1,BANK ONE CORP,156
00200201,BPOP,POPULAR INC,157
00200501,BOH,BANK OF HAWAII CORP,158
00200701,FBA,FIRST BANKS AMER INC,159
00200801,BDG.2,BANDAG INC,160
00200803,BDG.A,BANDAG INC,161
00201301,BNC,BFC CONSTRUCTION CORP,162
00201901,BK,BANK OF NEW YORK MELLON CORP,163
00202501,BRE,BRE PROPERTIES INC,164
00203401,BN.2,BANTA CORP,165
00204401,BCR,BARD (C.R.) INC,166
00204901,B,BARNES GROUP INC,167
00205201,BRN,BARNWELL INDUSTRIES,168
00205401,BRR.2,BARRETT RESOURCES CORP,169
00205501,GOLD,BARRICK GOLD CORP,170
00205801,BARR,BARRINGER TECHNOLOGIES,171
00206101,DFZ,BARRY (R G) CORP,172
00207301,ESTE.1,EARTHSTONE ENERGY INC -OLD,173
00208001,BSET,BASSETT FURNITURE INDS,174
00208501,BOL,BAUSCH & LOMB HLDGS  -REDH,175
00208601,BAX,BAXTER INTERNATIONAL INC,176
00210102,AIT,APPLIED INDUSTRIAL TECH INC,177
00211101,BDX,BECTON DICKINSON & CO,178
00212401,BELFA,BEL FUSE INC,179
00212403,BELFB,BEL FUSE INC,180
00213601,VZ,VERIZON COMMUNICATIONS INC,181
00213701,BCE,BCE INC,182
00214601,BLS,BELLSOUTH CORP,183
00215001,BLC,BELO CORP  -SER A COM,184
00215401,BMS,BEMIS CO INC,185
00216301,BNHN,BENIHANA INC,186
00216302,BNHNA,BENIHANA INC,187
00216901,BBC.1,BERGEN BRUNSWIG CORP  -CL A,188
00217501,BERK.,BERKSHIRE ENERGY RESOURCES,189
00217601,BRK.A,BERKSHIRE HATHAWAY,190
00217602,BRK.B,BERKSHIRE HATHAWAY,191
00218401,BBY,BEST BUY CO INC,192
00219301,BEV,BEVERLY ENTERPRISES INC,193
00221301,BDY.1,BINDLEY WESTERN INDS,194
00222001,BIO,BIO-RAD LABORATORIES INC,195
00222002,BIO.B,BIO-RAD LABORATORIES INC,196
00222601,BGEN,BIOGEN INC-OLD,197
00223001,BMET,BIOMET INC,198
00223701,SPEX.2,SPHERIX INC  -OLD,199
00224601,BLSC,BIO-LOGIC SYSTEMS CORP,200
00225501,BDK,BLACK & DECKER CORP,201
00225901,BKH,BLACK HILLS CORP,202
00226701,BLOCA,BLOCK DRUG  -CL A,203
00226901,HRB,BLOCK H & R INC,204
00227101,BLT,BLOUNT INTL INC,205
00228201,BOBE,BOB EVANS FARMS,206
00228501,BA,BOEING CO,207
00229001,OMX,OFFICEMAX INC,208
00229501,BOLT.1,BOLT TECHNOLOGY CORP,209
00229901,CDIC,CARDIODYNAMICS INTL CORP,210
00231201,RHI,ROBERT HALF INTL INC,211
00232202,BOR.1,BURNS INTL SERVICES CORP,212
00232801,NST,NSTAR,213
00233705,RFP,RESOLUTE FOREST PRODUCTS INC,214
00234201,BWL.A,BOWL AMERICA INC  -CL A,215
00234501,WEDC,WHITE ELECTRONIC DESIGNS CP,216
00234601,BNE.1,BOWNE & CO INC,217
00235101,BTR.1,BRADLEY REAL ESTATE INC,218
00235201,BRC,BRADY CORP,219
00236901,BAM,BROOKFIELD ASSET MANAGEMENT,220
00239001,BRID,BRIDGFORD FOODS CORP,221
00240301,BMY,BRISTOL-MYERS SQUIBB CO,222
00240801,TU,TELUS CORP,223
00240802,TU.2,TELUS CORP,224
00243501,BF.B,BROWN FORMAN CORP,225
00243502,BF.A,BROWN FORMAN CORP,226
00243601,CAL,CALERES INC,227
00243701,TBI.,BROWN (TOM) INC,228
00244401,BC,BRUNSWICK CORP,229
00244801,MTRN,MATERION CORP,230
00246101,BFX,BFX HOSPITALITY GROUP,231
00248401,BCF.1,BURLINGTON COAT FACTORY INVS,232
00249001,BNI,BURLINGTON NORTHERN SANTA FE,233
00249701,MTZ,MASTEC INC,234
00249801,BBRC.1,BURR-BROWN CORP,235
00250401,UIS,UNISYS CORP,236
00251801,BBR.,BUTLER MFG CO,237
00252601,CAE,CAE INC,238
00253601,RAMP,LIVERAMP HOLDINGS INC,239
00253701,CCBL,C-COR INC,240
00253801,CDI,CDI CORP,241
00254701,CI,CIGNA CORP,242
00254901,CIT.1,CIT GROUP INC-OLD,243
00255301,CMI.3,CMI CORP,244
00255601,CSS,CSS INDUSTRIES INC,245
00255801,CNA,CNA FINANCIAL CORP,246
00256101,CPAK,CPAC INC,247
00256201,BFO.2,BESTFOODS,248
00257301,CSPI,CSP INC,249
00257401,CSX,CSX CORP,250
00257701,CTS,CTS CORP,251
00257801,TLS,TELOS CORP/MD,252
00258101,CVV,CVD EQUIPMENT CORP,253
00258901,HTRN,HEALTHTRONICS INC,254
00259301,CBT,CABOT CORP,255
00259601,CACI,CACI INTL INC  -CL A,256
00259801,CADE.1,CADE INDUSTRIES INC,257
00260201,CDMS,CADMUS COMMUNICATIONS CORP,258
00261501,CAMP,CALAMP CORP,259
00261601,SCIO.,SCIOS INC,260
00262001,UB,MUFG AMERICAS HOLDINGS CORP,261
00262801,CWT,CALIFORNIA WATER SERVICE GP,262
00264601,AQLA,AQUILA BIOPHARM INC,263
00266301,CPB,CAMPBELL SOUP CO,264
00267701,CSPLF,CANADA SOUTHERN PETROLEUM,265
00269401,BAE,BAE SYSTEMS CANADA INC,266
00269601,CNI,CANADIAN NATIONAL RAILWAY CO,267
00269701,NXY,NEXEN INC,268
00269801,CP,CANADIAN PACIFIC RAILWAY LTD,269
00271001,STZ.B,CONSTELLATION BRANDS,270
00271002,STZ,CONSTELLATION BRANDS,271
00273101,PVN,PROVIDIAN FINANCIAL CORP,272
00275101,CAH,CARDINAL HEALTH INC,273
00277101,CSL,CARLISLE COS INC,274
00278301,PGN.1,PROGRESS ENERGY INC,275
00278701,CRS,CARPENTER TECHNOLOGY CORP,276
00279701,CAR.1,CARTER-WALLACE INC,277
00280201,CASC.2,CASCADE CORP,278
00280301,CGC.2,CASCADE NATURAL GAS CORP,279
00280701,CASY,CASEYS GENERAL STORES INC,280
00281202,DOLE,DOLE FOOD CO INC,281
00281701,CAT,CATERPILLAR INC,282
00281801,CATO,CATO CORP  -CL A,283
00282002,CVCO,CAVCO INDUSTRIES INC,284
00282901,RFIL,R F INDUSTRIES LTD,285
00284501,CTX.2,CENTEX CORP,286
00284701,CSR.1,CENTRAL & SOUTH WEST CORP,287
00284901,CBSS,BBVA COMPASS BANCSHARES INC,288
00285601,CHG,CH ENERGY GROUP INC,289
00285901,CNL,CLECO CORP,290
00286001,CTP.2,CMP GROUP INC,291
00287001,CV,CENTRAL VERMONT PUB SERV,292
00288401,LUMN,LUMEN TECHNOLOGIES INC,293
00288601,KRT,KRAMONT REALTY TRUST,294
00288801,CRDN,CERADYNE INC,295
00289101,CRPB.,CERPROBE CORP,296
00290901,CHLN.1,CHALONE WINE GROUP LTD,297
00291701,CHA.3,CHAMPION INTERNATIONAL CORP,298
00293801,CHRS.1,CHARMING SHOPPES INC,299
00294003,MGLN,MAGELLAN HEALTH INC,300
00294201,CMD,CANTEL MEDICAL CORP,301
00295001,CHTT,CHATTEM INC,302
00295301,CKP,CHECKPOINT SYSTEMS INC,303
00296001,CHE,CHEMED CORP,304
00296501,CFA..,CHEMFAB CORPORATION,305
00296801,JPM,JPMORGAN CHASE & CO,306
00297501,CHER.1,CHERRY CORP,307
00298601,CPK,CHESAPEAKE UTILITIES CORP,308
00299001,CLSN,CELSION CORP,309
00299101,CVX,CHEVRON CORP,310
00299901,CVR,CHICAGO RIVET & MACHINE CO,311
00300701,EAT,BRINKER INTL INC,312
00301101,CHIR.1,CHIRON CORP,313
00301501,CCN.2,CHRIS-CRAFT INDS,314
00302401,CB.1,CHUBB CORP,315
00302601,CHD,CHURCH & DWIGHT INC,316
00302801,CHDN,CHURCHILL DOWNS INC,317
00303101,CHYR,CHYRONHEGO CORP,318
00303601,CBB,CINCINNATI BELL INC,319
00306201,CTAS,CINTAS CORP,320
00306301,MBG.2,MANDALAY RESORT GROUP,321
00307101,CRBC,CITIZENS REPUBLIC BANCORP,322
00307802,CZN.1,CITIZENS COMMUN  -SER B OLD,323
00308201,CYN,CITY NATIONAL CORP,324
00308701,CLE,CLAIRES STORES INC,325
00309301,CLC,CLARCOR INC,326
00310301,CMH,CLAYTON HOMES INC,327
00310501,CCU.1,IHEARTMEDIA INC,328
00310509,IHRT,IHEARTMEDIA INC,329
00310701,CLF,CLEVELAND-CLIFFS INC,330
00311601,CLDA,CLINICAL DATA INC,331
00312101,CLX,CLOROX CO/DE,332
00312901,CRV,COAST DISTRIBUTION SYSTEMS,333
00313001,CGP.1,EL PASO CGP CO,334
00313301,RAGQE,COATED SALES INC,335
00313801,COKE,COCA COLA CONSOLIDATED INC,336
00314401,KO,COCA-COLA CO,337
00315301,CDE,COEUR MINING INC,338
00315701,COHR,COHERENT INC,339
00315801,COHU,COHU INC,340
00316402,CNJ,COLE NATIONAL CORP,341
00316901,OMED,ONCOMED PHARMACEUTICALS,342
00317001,CL,COLGATE-PALMOLIVE CO,343
00320301,CCF,CHASE CORP,344
00321601,COMR,COMAIR HOLDINGS INC,345
00322101,AON,AON PLC,346
00322601,CMCSA,COMCAST CORP,347
00322602,CMCSK,COMCAST CORP,348
00323101,CMA,COMERICA INC,349
00323501,CLT.2,COMINCO LTD,350
00323801,CBSH,COMMERCE BANCSHARES INC,351
00324301,C,CITIGROUP INC,352
00324319,C.I,CITIGROUP INC,353
00324601,CMC,COMMERCIAL METALS,354
00324801,TEC.2,COMMERCIAL INTERTECH,355
00325501,UCM.2,UNICOM CORP,356
00326501,CTCO.,COMMONWLTH TELE ENTER,357
00326502,CTCOB,COMMONWLTH TELE ENTER,358
00327301,CQ.1,COMSAT CORP  -SER 1,359
00327501,JCS,COMMUNICATIONS SYSTEMS INC,360
00327701,GSOF,GROUP 1 SOFTWARE INC,361
00327801,CAR,AVIS BUDGET GROUP INC,362
00328201,CPQ.2,COMPAQ COMPUTER CORP,363
00329101,CTK.3,COMPTEK RESEARCH INC,364
00329701,CDCY,COMPUDYNE CORP,365
00331001,CA,CA INC,366
00331101,PURW,PURE WORLD INC,367
00333301,ATSN,ARTESYN TECHNOLOGIES INC,368
00333601,DXC,DXC TECHNOLOGY CO,369
00334201,CTG,COMPUTER TASK GROUP INC,370
00335401,LLB,COMPUTRAC INC,371
00335802,CMTL,COMTECH TELECOMMUN,372
00336201,CAG,CONAGRA BRANDS INC,373
00336601,CSRE.,COMSHARE INC,374
00336901,RAVE,RAVE RESTAURANT GROUP INC,375
00337301,CE.2,CONCORD EFS INC,376
00337602,CTCI,CT COMMUNICATIONS INC,377
00338201,SSTK,SHUTTERSTOCK INC,378
00338401,CENI.,CONESTOGA ENTERPRISES,379
00339101,CNE.2,CONNECTICUT ENERGY CORP,380
00339301,CTG.2,CTG RESOURCES INC,381
00339401,CTWS,CONNECTICUT WATER SVC INC,382
00341002,TCI,TRANSCONTINENTAL RLTY INVS,383
00341301,ED,CONSOLIDATED EDISON INC,384
00341601,CNW,CON-WAY INC,385
00342201,CDP.,CONSOLIDATED PAPERS INC,386
00342401,BH,BIGLARI HOLDINGS INC,387
00342404,BH.A,BIGLARI HOLDINGS INC,388
00342901,CTO,CTO REALTY GROWTH INC,389
00343901,CMS,CMS ENERGY CORP,390
00346501,CUO,CONTINENTAL MATERIALS CORP,391
00346902,CLR,CONTINENTAL RESOURCES INC,392
00347001,CSCSQ,CONTINENTAL STEEL CORP-DEL,393
00348001,CEN.2,CERIDIAN CORP,394
00349701,CBE,COOPER INDUSTRIES PLC,395
00350201,CTB,COOPER TIRE & RUBBER CO,396
00350401,COO,COOPER COS INC (THE),397
00350501,TAP,MOLSON COORS BEVERAGE CO,398
00350502,TAP.A,MOLSON COORS BEVERAGE CO,399
00353201,GLW,CORNING INC,400
00355501,CFC.3,COUNTRYWIDE FINANCIAL CORP,401
00355601,CRRC,COURIER CORP,402
00356201,CUZ,COUSINS PROPERTIES INC,403
00357001,CBRL,CRACKER BARREL OLD CTRY STOR,404
00357401,CRG.1,CRAIG CORP,405
00358001,CR,CRANE CO,406
00358101,CRD.B,CRAWFORD & CO,407
00358102,CRD.A,CRAWFORD & CO,408
00359201,OMF,ONEMAIN HOLDINGS INC,409
00359401,CRED.1,CREDO PETROLEUM CORP,410
00360702,CHMT.,CHEMTURA CORP,411
00361201,ATX,COSTA INC   -CL A,412
00361801,CNP.A,CROWN CENTRAL PETROL  -CL B,413
00361802,CNP.B,CROWN CENTRAL PETROL  -CL B,414
00361901,CCK,CROWN HOLDINGS INC,415
00362201,CRWS,CROWN CRAFTS INC,416
00363701,COR.2,CRYSTAL GAS STORAGE INC,417
00363901,CUB,CUBIC CORP,418
00364301,CFR,CULLEN/FROST BANKERS INC,419
00364701,CULP,CULP INC,420
00365001,CMI,CUMMINS INC,421
00366201,CW,CURTISS-WRIGHT CORP,422
00366202,CW.B,CURTISS-WRIGHT CORP,423
00367302,CMED.1,COLORADO MEDTECH INC,424
00369101,GTBP,GT BIOPHARMA INC,425
00370001,DMIF,DMI FURNITURE INC,426
00370701,DST,DST SYSTEMS INC,427
00370801,TRY,WENDY'S CO,428
00370803,WEN,WENDY'S CO,429
00371101,STST.,SENSYTECH INC,430
00371301,DMC.B,DAIRY MART CONVENIENCE STRS,431
00373402,DAN,DANA INC,432
00373501,DHR,DANAHER CORP,433
00375601,SMTI.1,SMTEK INTERNATIONAL INC,434
00376101,DAIO,DATA I/O CORP,435
00376901,INRG,INRANGE TECHNOLOGIES CORP,436
00378501,DRAM.1,DATARAM CORP - OLD,437
00378601,DSCP,DATASCOPE CORP,438
00379301,STIZ,SCIENTIFIC TECHNOLOGIES INC,439
00379601,DTSI.1,DATRON SYSTEMS INC/DE,440
00379801,DATM,DATUM INC,441
00380601,DWSN,DAWSON GEOPHYSICAL CO,442
00380701,DXR,DAXOR CORP,443
00381301,TGT,TARGET CORP,444
00381401,DPL,DPL INC,445
00382101,DF.1,DEAN FOODS CO  -OLD,446
00382401,DEBS,DEB SHOPS INC,447
00383501,DE,DEERE & CO,448
00384001,DLI,DEL LABORATORIES INC,449
00384802,CIV.A,CONECTIV INC,450
00385103,DAL,DELTA AIR LINES INC,451
00385501,DGAS,DELTA NATURAL GAS CO INC,452
00386301,DLX,DELUXE CORP,453
00388601,GRI.2,GRISTEDES FOODS INC,454
00388701,DHIN,DESIGNHOUSE INTL INC,455
00389201,DETC,DETECTION SYSTEMS INC,456
00389701,DTE,DTE ENERGY CO,457
00390501,ATGE,ADTALEM GLOBAL EDUCATION INC,458
00391101,DEX.1,DEXTER CORP,459
00391601,LCBM,LIFECORE BIOMEDICAL INC,460
00391701,DP,DIAGNOSTIC PRODUCTS CORP,461
00391803,DRS,DRS TECHNOLOGIES INC,462
00394601,DBD,DIEBOLD NIXDORF INC,463
00394902,VTS,VERITAS DGC INC,464
00395901,DGTC.,DIGITECH INC,465
00396202,NSYS,NORTECH SYSTEMS INC,466
00396401,DDS,DILLARDS INC  -CL A,467
00396901,DIOD,DIODES INC,468
00397101,DNEX,DIONEX CORP,469
00398001,DIS,DISNEY (WALT) CO,470
00400101,DXYN,DIXIE GROUP INC,471
00400501,DXT,DIXON TICONDEROGA CO,472
00401601,DG.1,DOLLAR GENERAL CORP,473
00401602,DG,DOLLAR GENERAL CORP,474
00402401,DOMZ,DOMINGUEZ SERVICES CORP,475
00402901,D,DOMINION ENERGY INC,476
00403401,DTC.,DOMTAR INC,477
00403601,DCI,DONALDSON CO INC,478
00404001,RRD,DONNELLEY (R R) & SONS CO,479
00404501,DMLP,DORCHESTER MINERALS  -LP,480
00405801,DOV,DOVER CORP,481
00405803,DOV.WI,DOVER CORP,482
00406001,DD,DUPONT DE NEMOURS INC,483
00406201,DJ,DOW JONES & CO INC,484
00406601,OMC,OMNICOM GROUP,485
00407701,LCRD,LASERCARD CORP,486
00407801,DRYR,DREYER'S GRAND ICE CRM HLDGS,487
00408701,DD.2,DU PONT (E I) DE NEMOURS,488
00409101,DCO,DUCOMMUN INC,489
00409301,DUK,DUKE ENERGY CORP,490
00409401,DNB.1,DUN & BRADSTREET HOLDNGS INC,491
00409403,DNB,DUN & BRADSTREET HOLDNGS INC,492
00410301,DQE,DUQUESNE LIGHT HOLDINGS INC,493
00410801,FLS,FLOWSERVE CORP,494
00411501,DY,DYCOM INDUSTRIES INC,495
00412401,DYNT,DYNATRONICS CORP,496
00412701,DRCO.,DYNAMICS RESEARCH CORP,497
00412801,COBR,COBRA ELECTRONICS CORP,498
00414001,ECIL,ECI TELECOMMUNICATIONS  -ORD,499
00414501,PKI,PERKINELMER INC,500
00415601,STS,SUPREME INDUSTRIES INC,501
00416001,ETW.1,E'TOWN CORP,502
00416201,EZM.A,E-Z-EM INC,503
00416202,EZM.B,E-Z-EM INC,504
00416203,EZEM,E-Z-EM INC,505
00418601,EML,EASTERN CO,506
00418901,EFU.1,EASTERN ENTERPRISES,507
00419101,EUA,EASTERN UTILITIES ASSOC,508
00419301,EGP,EASTGROUP PROPERTIES,509
00419402,KODK,EASTMAN KODAK CO,510
00419901,ETN,EATON CORP PLC,511
00420101,EV,EATON VANCE CORP,512
00420501,ECO.2,ECHO BAY MINES LTD,513
00421301,ECL,ECOLAB INC,514
00422201,EDO.,EDO CORP,515
00422301,ECC.1,ECC INTERNATIONAL CP,516
00422501,EDUC,EDUCATIONAL DEVELOPMENT CORP,517
00423001,AGE.1,EDWARDS (A G) INC,518
00424101,EE,EL PASO ELECTRIC CO,519
00424201,EP,EL PASO CORP,520
00424801,ELBT,ELBIT LTD,521
00425101,ELK,ELKCORP,522
00427301,ELRC,ELECTRO RENT CORP,523
00427401,ESIO,ELECTRO SCIENTIFIC INDS INC,524
00427501,ELSE,ELECTRO-SENSORS INC,525
00427901,ELMG,EMS TECHNOLOGIES INC,526
00431201,ELT.1,ELSCINT LTD,527
00431601,EMLTF,EMCO LTD,528
00432101,EMR,EMERSON ELECTRIC CO,529
00432201,MSN,EMERSON RADIO CORP,530
00433101,EDE,EMPIRE DISTRICT ELECTRIC CO,531
00434001,ELX,EMULEX CORP,532
00434101,SORL,SORL AUTO PARTS INC,533
00435101,EGN,ENERGEN CORP,534
00437101,EC.2,ENGELHARD CORP,535
00437201,EASI.1,ENGINEERED SUPPORT SYSTEMS,536
00437401,EMCO.,ENGINEERING MEASUREMENTS CO,537
00438101,EI,ENERGYNORTH INC,538
00438301,ATO,ATMOS ENERGY CORP,539
00438401,MARA,MARATHON PATENT GROUP INC,540
00439001,EBF,ENNIS INC,541
00441801,ENZ,ENZO BIOCHEM INC,542
00442301,EFX,EQUIFAX INC,543
00442401,HHGP.,HARRIS & HARRIS GROUP-OLD,544
00443001,EQT,EQT CORP,545
00443401,EQTY,EQUITY OIL CO,546
00444801,ESCA,ESCALADE INC,547
00445001,ESP,ESPEY MFG & ELECTRONICS CORP,548
00445601,KEYW.1,ESSEX CORP,549
00446001,ESL,ESTERLINE TECHNOLOGIES CORP,550
00446201,NEU,NEWMARKET CORP,551
00447601,EXAR,EXAR CORP,552
00448501,KINS,KINGSTONE COS INC,553
00449401,EXPD,EXPEDITORS INTL WASH INC,554
00449702,BOOM,DMC GLOBAL INC,555
00449801,IIIN,INSTEEL INDUSTRIES,556
00450301,XOM,EXXON MOBIL CORP,557
00451001,FMC,FMC CORP,558
00451701,NEE,NEXTERA ENERGY INC,559
00452301,JAS,JO-ANN STORES INC,560
00452302,JAS.A,JO-ANN STORES INC,561
00452303,JAS.B,JO-ANN STORES INC,562
00454601,FFD.1,FAIRFIELD COMMUNITIES INC,563
00455601,FAL.3,FALL RIVER GAS CO,564
00456001,FDO,FAMILY DOLLAR STORES,565
00456901,WI.1,WESTMINSTER CAPITAL INC,566
00457901,FARM,FARMER BROTHERS CO,567
00458501,FARC,FARR CO,568
00459503,FJA.1,FEDDERS CORP,569
00459801,FDX,FEDEX CORP,570
00460002,FDML,FEDERAL-MOGUL HOLDINGS CORP,571
00460501,FRT,FEDERAL REALTY INVESTMENT TR,572
00460601,COLE,COLE REAL ESTATE INVESTMENTS,573
00460801,FSS,FEDERAL SIGNAL CORP,574
00461102,M,MACY'S INC,575
00462201,FOE,FERRO CORP,576
00462302,FERO.,FERROFLUIDICS CORP,577
